Religious_Place,Country,Date,visitor_count,crowd_level,Public_Holiday,Past Crowd Levels
Tashichho Dzong,Bhutan,2033-07-20,2005,High,Yes,1414
Gangteng Monastery,Bhutan,2028-09-12,601,Low,Yes,1331
St. Joseph’s Cathedral,Philippines,2043-03-27,2538,Low,Yes,2217
Manila Cathedral,Philippines,2024-12-27,3889,High,No,3976
Quiapo Church,Philippines,2025-08-05,1697,High,No,1544
San Agustin Church,Philippines,2044-02-04,4516,Low,No,151
St. Joseph’s Cathedral,Austria,2027-09-22,4738,High,No,2711
Melk Abbey,Austria,2028-03-11,1893,Low,No,3546
St. Stephen’s Cathedral,Austria,2036-07-20,3385,Medium,No,3999
Klagenfurt Cathedral,Austria,2019-06-05,4499,Medium,No,3223
Notre-Dame Cathedral,France,2041-01-01,4481,Low,No,3427
Chartres Cathedral,France,2030-06-05,4494,Low,No,702
Reims Cathedral,France,2036-12-07,3114,Low,No,356
Amiens Cathedral,France,2022-12-28,2316,High,No,1868
Cologne Cathedral,Germany,2029-03-10,2571,Low,No,1546
Speyer Cathedral,Germany,2035-03-08,4467,High,No,3639
Regensburg Cathedral,Germany,2042-02-25,1038,Low,No,2525
Ulm Minster,Germany,2038-06-23,3860,High,Yes,574
St. Michael’s Church,Germany,2039-08-13,1543,Low,Yes,1790
St. Nicholas Church,Monaco,2018-11-06,2392,Low,Yes,1357
Saint Nicholas Cathedral,Monaco,2039-07-22,1838,High,Yes,3472
St. Peter’s Church,Luxembourg,2043-10-12,4968,Low,Yes,320
Notre-Dame Cathedral,Luxembourg,2038-12-14,1673,High,No,1130
St. John’s Co-Cathedral,Malta,2027-11-09,3149,Low,No,40
Rotunda of Mosta,Malta,2027-12-02,1842,High,No,855
St. Paul’s Cathedral,Malta,2028-06-08,1653,Low,No,1250
St. George’s Basilica,Malta,2034-06-11,1986,Low,No,3172
Hallgrímskirkja,Iceland,2027-06-13,2561,High,No,51
Akureyri Church,Iceland,2030-07-28,2604,Low,No,1976
Skálholt Cathedral,Iceland,2018-07-25,3394,Low,No,2345
Reykjavik Cathedral,Iceland,2045-03-04,1205,Medium,No,1040
St. Olaf’s Church,Norway,2021-02-09,3632,High,No,648
Nidaros Cathedral,Norway,2043-12-01,2487,Medium,No,3159
Borgund Stave Church,Norway,2025-07-12,1121,Low,No,81
Heddal Stave Church,Norway,2027-11-23,2136,Medium,No,911
St. Giles Cathedral,Scotland,2018-11-02,3128,Medium,No,2614
Rosslyn Chapel,Scotland,2023-01-24,3114,Low,Yes,390
Dunblane Cathedral,Scotland,2036-01-04,1298,Medium,Yes,2595
St. Magnus Cathedral,Scotland,2043-01-19,3133,High,Yes,1888
Christ Church Cathedral,Ireland,2023-06-12,2419,Low,Yes,3002
St. Patrick’s Cathedral,Ireland,2026-11-15,1567,Medium,Yes,3193
St. Colman’s Cathedral,Ireland,2025-08-30,3493,High,Yes,638
St. Canice’s Cathedral,Ireland,2030-05-13,4543,Medium,Yes,1257
Alexander Nevsky Cathedral,Bulgaria,2033-06-01,2074,High,No,794
Golden Temple,India,2039-07-15,4315,Low,No,2956
Kaaba (Masjid al-Haram),Saudi Arabia,2026-07-07,2312,Medium,No,1425
Masjid an-Nabawi,Saudi Arabia,2031-07-11,3723,Medium,No,3075
Al-Aqsa Mosque,Palestine,2029-02-11,3619,Low,No,3587
Sheikh Zayed Grand Mosque,UAE,2023-06-11,1775,Low,No,3775
Jama Masjid,India,2037-12-30,1841,Low,No,2853
Badshahi Mosque,Pakistan,2042-07-08,3695,High,No,2029
Hassan II Mosque,Morocco,2041-10-23,567,Low,No,3325
Kashi Vishwanath Temple,India,2019-01-19,4006,Low,No,2928
Jagannath Temple,India,2033-06-05,1095,Low,No,1568
Tirupati Balaji Temple,India,2029-10-17,1288,Low,No,2017
Somnath Temple,India,2027-04-12,3519,Low,No,811
Meenakshi Amman Temple,India,2026-08-23,3647,Medium,No,1684
Akshardham Temple,India,2034-07-29,3029,Medium,No,662
Kedarnath Temple,India,2045-08-08,1384,High,No,3096
Badrinath Temple,India,2025-06-20,3758,Low,No,2283
St. Peter’s Basilica,Vatican City,2035-09-10,4678,High,No,399
Church of the Holy Sepulchre,Israel,2040-05-03,1231,Medium,No,3939
Notre Dame Cathedral,France,2041-12-29,2486,Medium,Yes,250
Basilica of Our Lady of Guadalupe,Mexico,2042-06-12,3217,Medium,Yes,423
St. Paul’s Cathedral,UK,2034-11-14,900,High,Yes,3072
Basilica of Bom Jesus,India,2028-06-29,3764,Low,Yes,2733
Sagrada Familia,Spain,2042-01-19,4250,High,Yes,2211
Mahabodhi Temple,India,2031-01-29,825,High,Yes,800
Shwedagon Pagoda,Myanmar,2029-09-16,3617,Low,Yes,1231
Borobudur Temple,Indonesia,2018-09-11,3081,Low,No,3681
Jokhang Temple,Tibet (China),2038-02-19,4996,Low,No,1332
Wat Pho,Thailand,2044-06-26,4335,Medium,No,3293
Wat Arun,Thailand,2038-05-12,3315,High,No,2848
Boudhanath Stupa,Nepal,2018-10-06,2294,Medium,No,1402
Western Wall,Israel,2026-11-27,2932,Low,No,1268
Hurva Synagogue,Israel,2024-10-16,3279,High,No,1393
Great Synagogue of Budapest,Hungary,2018-10-17,2162,High,No,3862
Belz Great Synagogue,Israel,2035-01-02,1507,Low,No,2745
Gurudwara Bangla Sahib,India,2026-06-03,918,Medium,No,255
Hemkund Sahib Gurudwara,India,2029-02-25,4385,Medium,No,673
Gurudwara Kartarpur Sahib,Pakistan,2039-03-20,4529,Low,No,461
Shatrunjaya Hill (Palitana),India,2038-07-22,3850,Medium,No,478
Dilwara Temples,India,2034-09-22,1377,Low,No,334
Ise Grand Shrine,Japan,2031-12-08,3371,Low,No,3121
Itsukushima Shrine,Japan,2036-09-01,1712,Medium,No,3666
Fire Temple of Yazd,Iran,2038-05-07,1666,Medium,Yes,2783
Atash Behram,India,2044-11-01,2458,Medium,Yes,254
Lotus Temple,India,2041-03-19,4150,Medium,Yes,2606
Baháʼí World Centre,Israel,2042-09-30,1895,Low,Yes,826
Canterbury Cathedral,UK,2037-04-13,3530,High,Yes,476
Cologne Cathedral,Germany,2039-08-27,885,Low,Yes,2480
Westminster Abbey,UK,2018-09-28,3139,High,Yes,374
Chartres Cathedral,France,2034-06-15,3562,High,Yes,2654
Mont Saint-Michel Abbey,France,2030-07-07,4981,Medium,No,1275
Basilica of Saint Mark,Italy,2043-09-11,3064,Medium,No,3347
Florence Cathedral (Duomo),Italy,2040-05-05,766,Medium,No,3281
Milan Cathedral (Duomo),Italy,2026-02-19,4761,High,No,27
Saint Basil’s Cathedral,Russia,2035-04-23,645,Medium,No,3382
Christ the Redeemer,Brazil,2042-03-23,1166,Medium,No,3607
La Sagrada Família,Spain,2029-07-09,3762,Low,No,693
Salt Cathedral of Zipaquirá,Colombia,2026-10-24,3940,Medium,No,2096
Tsurugaoka Hachimangu Shrine,Japan,2021-10-23,3031,High,No,2235
Fushimi Inari Shrine,Japan,2028-11-19,1688,High,No,1878
Kiyomizu-dera Temple,Japan,2029-10-26,1845,Medium,No,1530
Todaiji Temple,Japan,2036-09-15,2928,High,No,3645
Angkor Wat,Cambodia,2038-07-07,2166,Low,No,3130
Bayon Temple,Cambodia,2038-10-20,4368,High,No,3864
Ta Prohm,Cambodia,2018-03-25,2261,High,No,2880
Haeinsa Temple,South Korea,2020-05-23,3559,Low,Yes,842
Bulguksa Temple,South Korea,2044-07-12,3461,Low,Yes,1530
Jokhang Monastery,Tibet (China),2039-04-26,711,Low,Yes,1298
Tawang Monastery,India,2030-06-24,2381,High,Yes,3356
Rumtek Monastery,India,2030-04-28,4582,Low,Yes,3804
Paro Taktsang (Tiger’s Nest),Bhutan,2030-09-22,2243,High,No,2739
Punakha Dzong,Bhutan,2023-08-01,2386,Medium,No,3730
Shikharji Temple,India,2044-10-09,2801,Medium,No,2262
Ranakpur Jain Temple,India,2037-04-20,1839,Low,No,1114
Shravanabelagola,India,2024-09-16,4706,High,No,1325
Saint Catherine’s Monastery,Egypt,2028-10-29,4826,Medium,No,3584
Hagia Sophia,Turkey,2024-05-18,2349,Low,No,2996
Suleymaniye Mosque,Turkey,2043-03-16,1720,Low,No,1087
Blue Mosque (Sultan Ahmed),Turkey,2042-10-09,2618,Low,No,347
Eyüp Sultan Mosque,Turkey,2031-10-22,4276,Low,No,3756
Al-Hussein Mosque,Egypt,2043-11-11,2510,Medium,No,3208
Great Mosque of Djenné,Mali,2030-12-30,4783,High,No,1510
Umayyad Mosque (Damascus),Syria,2043-11-14,2285,Medium,No,1001
Quba Mosque,Saudi Arabia,2040-09-23,1343,Low,No,2882
Imam Reza Shrine,Iran,2036-02-21,4826,High,No,1012
Fatima Masumeh Shrine,Iran,2036-07-17,3307,Low,Yes,2526
Shah Cheragh,Iran,2035-10-04,803,Low,Yes,116
Kashi Vishalakshi Temple,India,2024-07-29,3189,Medium,Yes,523
Kamakhya Temple,India,2033-02-11,3099,Medium,Yes,1895
Vaishno Devi Temple,India,2021-05-01,2939,Low,Yes,1595
Amarnath Cave Temple,India,2042-01-09,3210,High,Yes,2865
Padmanabhaswamy Temple,India,2034-06-26,4171,Low,Yes,3131
Ranganathaswamy Temple,India,2044-06-25,2931,High,Yes,1116
Jagatpita Brahma Temple,India,2020-11-30,3630,High,No,1205
Lingaraja Temple,India,2028-05-14,1620,Low,No,865
Chhatarpur Temple,India,2030-01-28,4271,High,No,2896
ISKCON Temple (Vrindavan),India,2037-02-28,2750,Medium,Yes,658
Dakshineswar Kali Temple,India,2036-11-19,3460,Medium,Yes,1210
Kalighat Kali Temple,India,2033-02-14,2711,Low,Yes,3137
Pashupatinath Temple,Nepal,2034-06-02,4869,Low,No,2791
Ramanathaswamy Temple,India,2042-05-28,3238,High,No,3465
Dwarkadhish Temple,India,2034-02-14,2701,High,No,1704
Banke Bihari Temple,India,2023-12-02,2171,High,No,1066
ISKCON Temple (Delhi),India,2026-03-28,4221,Low,No,1706
Jagannath Puri Gundicha Temple,India,2021-01-10,3201,Medium,No,401
Sabarimala Temple,India,2036-10-15,865,High,No,3373
Konark Sun Temple,India,2019-11-24,706,Medium,No,3488
Mahakaleshwar Jyotirlinga,India,2038-12-25,1696,Low,No,2775
Omkareshwar Temple,India,2031-07-28,3717,Low,No,445
Trimbakeshwar Temple,India,2041-07-24,4267,Medium,No,2380
Bhimashankar Temple,India,2041-06-06,526,Low,No,2999
Grishneshwar Temple,India,2029-12-18,1237,Low,Yes,1874
Nageshwar Jyotirlinga,India,2025-07-28,1489,High,Yes,69
Baidyanath Temple,India,2028-10-04,609,Medium,Yes,225
Mallikarjuna Temple,India,2045-02-17,4627,Low,Yes,1521
Vishnupad Temple,India,2042-02-18,1050,Low,Yes,3400
Kalighat Shakti Peetha,India,2039-01-11,2378,Medium,Yes,1505
Kanyakumari Amman Temple,India,2045-02-08,3488,Medium,Yes,2894
Mookambika Temple,India,2019-09-21,4433,Medium,No,2625
Udupi Sri Krishna Temple,India,2024-09-17,2010,Low,No,3727
Chidambaram Nataraja Temple,India,2035-06-08,3020,Medium,No,2879
Rameswaram Agnitheertham,India,2036-05-18,4698,Medium,No,1142
Badrinath Mana Village Temple,India,2028-06-21,2747,High,No,3853
Vaikom Mahadeva Temple,India,2042-10-20,4591,High,No,2711
Guruvayur Temple,India,2025-04-06,2376,Low,No,1237
Thrissur Vadakkumnathan Temple,India,2043-02-27,4349,Medium,No,643
Sri Ranganatha Swamy Temple,India,2028-04-01,1258,Low,No,998
Sripuram Golden Temple,India,2023-12-17,1994,Medium,No,3355
Kanchipuram Ekambareswarar Temple,India,2045-05-10,1586,Medium,No,291
Kamnath Mahadev Temple,India,2043-08-02,4032,Medium,No,2873
ISKCON Mayapur Temple,India,2027-02-01,1700,Medium,No,1930
Hemis Monastery,India,2035-09-21,995,High,No,983
Key Monastery,India,2025-08-19,3445,Low,Yes,1006
Thiksey Monastery,India,2029-03-29,4491,Medium,Yes,2288
Spituk Monastery,India,2035-10-05,4031,High,Yes,61
Namdroling Monastery,India,2022-08-04,966,Low,Yes,2153
Tabo Monastery,India,2028-10-22,1109,Medium,Yes,3010
Ghoom Monastery,India,2030-03-03,2174,Medium,No,3910
Rumtek Dharma Chakra Centre,India,2026-01-15,4741,High,No,2098
Ralang Monastery,India,2036-08-09,884,High,No,2472
Enchey Monastery,India,2039-09-08,1063,Low,No,2062
Pemayangtse Monastery,India,2033-09-01,1222,High,No,171
Mindrolling Monastery,India,2038-10-13,4262,High,No,2383
Ganden Monastery,Tibet (China),2024-11-08,1419,High,No,1368
Tashilhunpo Monastery,Tibet (China),2041-06-08,4997,Medium,No,3754
Drepung Monastery,Tibet (China),2024-06-27,3149,Low,No,934
Sera Monastery,Tibet (China),2031-08-08,4566,High,No,2733
Labrang Monastery,China,2034-02-09,2040,Low,No,676
Wudang Mountains Temples,China,2024-01-27,3679,Low,No,1024
Shaolin Temple,China,2034-01-04,4854,Low,No,1246
Mount Emei Monastery,China,2024-01-28,3442,High,No,941
Mount Wutai Temples,China,2027-02-09,2616,Medium,No,665
Mount Putuo Temples,China,2036-10-23,2200,High,Yes,2379
White Dagoba Temple,China,2027-10-24,3184,High,Yes,751
Horyu-ji Temple,Japan,2045-02-16,2153,Medium,Yes,1661
Todai-ji Daibutsuden,Japan,2027-11-29,1078,Medium,Yes,1942
Sanjusangen-do Temple,Japan,2035-01-09,3444,Low,Yes,3191
Ryoan-ji Temple,Japan,2045-04-08,1175,High,Yes,2397
Byodo-in Temple,Japan,2045-04-05,3121,Low,Yes,528
Tofuku-ji Temple,Japan,2026-07-13,4933,Low,Yes,305
Kofuku-ji Temple,Japan,2018-03-27,3228,High,No,3989
Yakushi-ji Temple,Japan,2041-05-25,2559,High,No,2693
Nikkō Tōshō-gū Shrine,Japan,2034-05-10,726,Low,No,95
Kasuga Taisha Shrine,Japan,2025-09-02,4324,Low,No,2824
Meiji Shrine,Japan,2028-01-20,1212,Low,No,3528
Nezu Shrine,Japan,2028-01-16,4355,High,No,141
Sensō-ji Temple,Japan,2045-01-17,3548,Medium,No,1213
Zojo-ji Temple,Japan,2032-02-15,2322,Medium,No,637
Sensoji Asakusa Shrine,Japan,2033-09-04,3641,High,No,2422
Shitenno-ji Temple,Japan,2030-07-27,3919,Low,No,3069
Manila Cathedral,Philippines,2023-07-13,2060,Low,No,2861
San Agustin Church,Philippines,2039-11-12,3257,High,No,3226
Quiapo Church,Philippines,2024-11-30,2509,Medium,No,23
Basilica del Santo Niño,Philippines,2038-06-04,4119,Low,No,1053
Mount Mary Basilica,India,2038-07-14,4375,High,No,1279
Velankanni Church,India,2026-10-18,4620,High,No,2181
San Thome Basilica,India,2019-06-04,4908,Low,Yes,3691
Se Cathedral Goa,India,2032-09-10,2704,High,Yes,3703
St. Francis of Assisi Church Goa,India,2036-11-21,4749,Medium,Yes,3033
Sacred Heart Cathedral Delhi,India,2025-12-05,748,High,Yes,2127
Holy Rosary Church,India,2018-09-02,3353,High,No,211
Armenian Church Chennai,India,2034-03-28,882,Low,No,2493
Church of Our Lady of Lourdes,France,2030-11-28,1762,Medium,No,3356
Basilica of the Sacred Heart Paris,France,2043-06-07,1723,High,No,2621
Reims Cathedral,France,2027-05-19,4640,Medium,No,2054
Amiens Cathedral,France,2036-10-27,1558,Low,No,2022
Pisa Cathedral,Italy,2038-04-29,3709,High,No,3545
Siena Cathedral,Italy,2037-03-30,1701,Low,No,1730
St. Mark’s Basilica,Italy,2036-07-13,3267,High,No,2470
St. Peter’s Church Munich,Germany,2042-09-25,2868,High,No,192
Ulm Minster,Germany,2038-04-02,3937,Medium,No,2973
Frauenkirche Dresden,Germany,2033-01-31,1624,High,No,1688
Speyer Cathedral,Germany,2023-06-25,4530,High,No,1923
Chartres Abbey,France,2020-06-04,4098,High,No,2050
Rosslyn Chapel,Scotland,2020-05-19,2779,High,No,1179
St. Patrick’s Cathedral,USA,2044-10-03,2061,Low,No,1024
Washington National Cathedral,USA,2033-08-30,3377,Low,No,2783
Salt Lake Temple,USA,2018-12-23,4574,Medium,Yes,1474
Temple Square,USA,2045-05-11,1593,High,Yes,2275
Bahai Lotus of the Andes Temple,Chile,2032-12-04,2935,Medium,Yes,74
Bibi Ka Maqbara,India,2040-08-21,3374,Low,Yes,1703
Kailasa Temple Ellora,India,2035-12-27,4501,Medium,No,3508
Elephanta Caves Temple,India,2039-07-05,2869,High,No,1141
Kaaba (Masjid al-Haram),Saudi Arabia,2021-06-29,3230,Low,No,3429
Masjid an-Nabawi,Saudi Arabia,2023-03-06,4142,Low,No,414
Al-Aqsa Mosque,Palestine,2041-12-31,2237,High,No,2520
Dome of the Rock,Palestine,2037-08-11,4495,Low,No,1678
Sheikh Zayed Grand Mosque,UAE,2043-05-14,4857,High,No,2117
Jama Masjid,India,2027-10-04,3601,Low,No,3223
Golden Temple,India,2033-11-05,4243,Low,No,3408
Kashi Vishwanath Temple,India,2031-07-30,3148,High,No,3910
St. Peter’s Basilica,Vatican City,2022-03-27,968,Medium,No,3394
Church of the Holy Sepulchre,Israel,2034-12-16,2961,High,No,518
Western Wall,Israel,2024-07-08,3112,Low,No,664
Basilica of the Annunciation,Israel,2028-06-20,1958,Low,No,1101
Notre Dame Cathedral,France,2026-11-07,581,Medium,No,3080
Chartres Cathedral,France,2041-03-16,3783,Medium,No,1446
Basilica of Sacré-Cœur,France,2027-01-20,1168,Low,Yes,1242
Cologne Cathedral,Germany,2019-05-08,559,Low,Yes,2734
Ulm Minster,Germany,2027-08-01,3313,High,Yes,377
St. Paul’s Cathedral,UK,2044-07-24,4566,High,Yes,1809
Canterbury Cathedral,UK,2021-01-21,1499,High,Yes,1331
Westminster Abbey,UK,2033-06-08,3397,High,Yes,1594
Sagrada Familia,Spain,2042-03-29,1755,High,No,2793
Basilica of Our Lady of the Pillar,Spain,2034-10-30,4473,Low,No,1414
Montserrat Monastery,Spain,2045-04-01,1838,High,No,1398
Basilica of Our Lady of Guadalupe,Mexico,2042-03-30,2125,Low,No,2931
Metropolitan Cathedral (Mexico City),Mexico,2036-09-25,796,High,No,144
Salt Cathedral of Zipaquirá,Colombia,2040-09-24,2019,Medium,No,524
Christ the Redeemer (Corcovado),Brazil,2040-03-27,3593,High,No,3992
Basilica of the National Shrine Aparecida,Brazil,2027-12-25,608,Medium,No,2924
Recoleta Convent,Argentina,2024-11-05,2083,Medium,No,886
Basilica del Voto Nacional,Ecuador,2033-07-18,1950,Low,No,1863
Temple of the Sun (Qorikancha),Peru,2032-05-08,3173,Medium,No,2508
St. Patrick’s Cathedral,USA,2036-08-24,4382,Medium,No,131
Washington National Cathedral,USA,2025-08-15,3791,Medium,No,3411
Salt Lake Temple (Mormon),USA,2034-11-11,2025,High,No,189
Temple Square,USA,2028-06-06,3832,Medium,No,257
Montserrat Basilica,Dominican Republic,2036-06-29,2597,Low,No,3392
La Merced Church,Guatemala,2041-11-21,4581,Low,No,1764
San Agustin Church,Philippines,2040-06-12,3597,Medium,Yes,3759
Basilica del Santo Niño,Philippines,2022-08-24,3507,Low,Yes,25
Shwedagon Pagoda,Myanmar,2033-07-26,4102,Low,Yes,1240
Mahabodhi Temple,India,2045-01-24,841,Medium,Yes,279
Boudhanath Stupa,Nepal,2034-04-06,4868,High,Yes,3744
Pashupatinath Temple,Nepal,2023-08-15,4731,Medium,Yes,1527
Paro Taktsang (Tiger’s Nest),Bhutan,2022-11-12,1206,Medium,Yes,170
Punakha Dzong,Bhutan,2045-01-01,4577,High,Yes,2269
Borobudur Temple,Indonesia,2027-01-27,3531,Low,No,325
Prambanan Temple,Indonesia,2031-02-03,1217,Low,No,2020
Angkor Wat,Cambodia,2041-05-21,4288,Medium,No,2352
Bayon Temple,Cambodia,2036-12-10,2583,Medium,No,764
Wat Pho,Thailand,2022-05-12,1161,Medium,No,2667
Wat Arun,Thailand,2022-09-20,1547,Low,No,396
Haeinsa Temple,South Korea,2018-08-04,2033,High,No,789
Bulguksa Temple,South Korea,2035-09-03,4657,High,No,1049
Todai-ji Temple,Japan,2040-10-24,951,Medium,No,2936
Kiyomizu-dera Temple,Japan,2019-05-06,4333,Medium,No,2153
Meiji Shrine,Japan,2043-03-25,4832,High,No,1320
Ise Grand Shrine,Japan,2027-07-16,1069,Low,No,1594
Jokhang Temple,Tibet (China),2031-12-21,742,Medium,No,853
Potala Palace,Tibet (China),2032-03-15,976,High,No,2588
Shaolin Temple,China,2027-05-25,2873,Medium,No,2545
Temple of Heaven,China,2035-08-03,635,Low,Yes,2893
Lama Temple (Yonghe),China,2039-07-11,2286,High,Yes,3743
Mount Emei Monastery,China,2033-02-04,638,High,Yes,3711
St. Mark’s Basilica,Italy,2018-01-26,1618,Medium,Yes,2520
Florence Duomo,Italy,2027-08-14,4331,Medium,Yes,3998
Milan Cathedral,Italy,2024-08-06,694,High,Yes,2915
Basilica of Saint Francis of Assisi,Italy,2026-12-15,1050,High,Yes,3945
Hagia Sophia,Turkey,2032-04-06,1629,Low,No,1437
Blue Mosque (Sultan Ahmed),Turkey,2042-01-25,3148,Low,No,1740
Suleymaniye Mosque,Turkey,2022-04-02,4996,Low,No,2745
Eyüp Sultan Mosque,Turkey,2043-05-28,2234,Low,No,1868
Saint Catherine’s Monastery,Egypt,2041-10-27,2714,Medium,No,2738
Al-Hussein Mosque,Egypt,2028-08-07,3199,Medium,No,1656
Great Mosque of Djenné,Mali,2027-04-26,4813,High,No,385
Grand Mosque of Dakar,Senegal,2030-05-27,3453,High,No,2668
Hassan II Mosque,Morocco,2020-09-06,3223,Low,No,1769
Koutoubia Mosque,Morocco,2025-04-09,4825,High,No,3561
Great Mosque of Algiers,Algeria,2023-01-22,1517,Low,No,2486
Basilica of Our Lady of Africa,Algeria,2043-12-15,3719,High,No,2066
Basilica of St. Mary Major,Vatican City,2040-10-08,4647,Low,No,535
Monastery of Rila,Bulgaria,2045-04-04,2761,Low,No,1428
Alexander Nevsky Cathedral,Bulgaria,2038-05-23,1476,High,Yes,2966
St. Sava Temple,Serbia,2033-08-31,1405,Low,Yes,3279
Meteora Monasteries,Greece,2019-05-31,2084,High,Yes,664
Mount Athos Monasteries,Greece,2038-02-17,4305,Medium,Yes,3329
Church of St. George,Ethiopia,2040-12-04,4965,Medium,Yes,2390
Lalibela Rock-Hewn Churches,Ethiopia,2021-01-07,1639,High,Yes,2506
Jvari Monastery,Georgia,2026-12-21,680,High,No,3706
Svetitskhoveli Cathedral,Georgia,2038-02-28,3640,Low,No,15
Belz Great Synagogue,Israel,2038-08-21,2267,High,No,382
Dohány Street Synagogue,Hungary,2043-01-28,1052,Medium,No,3919
Great Synagogue of Rome,Italy,2041-01-13,3605,High,No,1444
Choral Synagogue,Russia,2028-12-10,3092,Medium,No,3281
Baha’i Lotus Temple,India,2018-07-14,571,High,No,2763
Baháʼí World Centre,Israel,2030-11-25,3897,High,No,1954
Fire Temple of Yazd,Iran,2019-10-06,4119,High,No,1146
Imam Reza Shrine,Iran,2041-08-04,559,High,No,286
Fatima Masumeh Shrine,Iran,2026-12-30,4052,Low,No,3028
St. Nicholas Church,Czech Republic,2026-07-14,1597,High,No,1423
Sedlec Ossuary,Czech Republic,2039-12-24,3423,Low,No,3786
St. Vitus Cathedral,Czech Republic,2027-10-16,565,High,No,1812
Basilica of St. Denis,France,2042-12-05,576,Low,No,1090
Sainte-Chapelle,France,2029-10-30,3484,Low,No,3036
Mont Saint-Michel Abbey,France,2045-08-05,3369,High,Yes,1843
Westminster Cathedral,UK,2024-01-17,967,Low,Yes,2820
Durham Cathedral,UK,2030-06-19,3331,High,Yes,2438
York Minster,UK,2038-06-09,4101,High,Yes,2813
St. Giles Cathedral,Scotland,2028-03-07,578,High,Yes,3772
Rosslyn Chapel,Scotland,2020-08-30,3405,High,Yes,3770
Nidaros Cathedral,Norway,2030-07-16,1265,High,No,3029
Uspenski Cathedral,Finland,2019-12-21,4022,Medium,No,1335
Helsinki Cathedral,Finland,2036-03-15,1526,Low,No,405
St. Olaf’s Church,Estonia,2034-11-08,2620,High,No,99
Alexander Nevsky Cathedral,Estonia,2044-01-17,1129,High,No,654
Riga Cathedral,Latvia,2028-09-01,500,Medium,No,3369
St. Peter’s Church,Latvia,2025-09-04,627,Medium,No,2791
Vilnius Cathedral,Lithuania,2025-01-10,2763,Medium,No,3413
Kaunas Cathedral,Lithuania,2029-01-08,3391,Low,No,823
Hallgrímskirkja,Iceland,2034-12-21,1332,Medium,No,397
Akureyri Church,Iceland,2018-02-02,1512,Low,No,3393
St. Stephen’s Cathedral,Austria,2040-12-14,1634,Medium,No,2188
Melk Abbey,Austria,2042-05-26,3484,High,No,1166
St. Michael’s Church,Austria,2045-02-10,4195,Medium,No,3752
Frauenkirche,Germany,2029-02-15,2782,Medium,Yes,2231
